pull_date,pull_time,location,update_time,pct_full,date,time,wday
1/19/23,20:45,Nick Level 1 Fitness,Updated over an hour ago,26.67,n/a,n/a,n/a
1/19/23,20:45,Nick Level 2 Fitness,Updated over an hour ago,31,n/a,n/a,n/a
1/19/23,20:45,Nick Level 3 Fitness,Updated over an hour ago,45.5,n/a,n/a,n/a
1/19/23,20:45,Nick Power House,Updated over an hour ago,40.71,n/a,n/a,n/a
1/19/23,20:45,Nick Track,Updated over an hour ago,16,n/a,n/a,n/a
1/19/23,20:45,Soderholm Family Aquatic Center,Updated over an hour ago,6.96,n/a,n/a,n/a
1/19/23,20:50,Nick Level 1 Fitness,Updated over an hour ago,26.67,n/a,n/a,n/a
1/19/23,20:50,Nick Level 2 Fitness,Updated over an hour ago,31,n/a,n/a,n/a
1/19/23,20:50,Nick Level 3 Fitness,Updated over an hour ago,45.5,n/a,n/a,n/a
1/19/23,20:50,Nick Power House,Updated over an hour ago,40.71,n/a,n/a,n/a
1/19/23,20:50,Nick Track,Updated over an hour ago,16,n/a,n/a,n/a
1/19/23,20:50,Soderholm Family Aquatic Center,Updated over an hour ago,6.96,n/a,n/a,n/a
1/19/23,21:00,Nick Level 1 Fitness,Updated over an hour ago,26.67,n/a,n/a,n/a
1/19/23,21:00,Nick Level 2 Fitness,Updated over an hour ago,31,n/a,n/a,n/a
1/19/23,21:00,Nick Level 3 Fitness,Updated over an hour ago,45.5,n/a,n/a,n/a
1/19/23,21:00,Nick Power House,Updated over an hour ago,40.71,n/a,n/a,n/a
1/19/23,21:00,Nick Track,Updated over an hour ago,16,n/a,n/a,n/a
1/19/23,21:00,Soderholm Family Aquatic Center,Updated over an hour ago,6.96,n/a,n/a,n/a
1/19/23,21:10,Nick Level 1 Fitness,Updated over an hour ago,26.67,n/a,n/a,n/a
1/19/23,21:10,Nick Level 2 Fitness,Updated over an hour ago,31,n/a,n/a,n/a
1/19/23,21:10,Nick Level 3 Fitness,Updated over an hour ago,45.5,n/a,n/a,n/a
1/19/23,21:10,Nick Power House,Updated over an hour ago,40.71,n/a,n/a,n/a
1/19/23,21:10,Nick Track,Updated over an hour ago,16,n/a,n/a,n/a
1/19/23,21:10,Soderholm Family Aquatic Center,Updated over an hour ago,6.96,n/a,n/a,n/a
1/19/23,22:20,Nick Level 1 Fitness,Updated over an hour ago,26.67,n/a,n/a,n/a
1/19/23,22:20,Nick Level 2 Fitness,Updated over an hour ago,31,n/a,n/a,n/a
1/19/23,22:20,Nick Level 3 Fitness,Updated over an hour ago,45.5,n/a,n/a,n/a
1/19/23,22:20,Nick Power House,Updated over an hour ago,40.71,n/a,n/a,n/a
1/19/23,22:20,Nick Track,Updated over an hour ago,16,n/a,n/a,n/a
1/19/23,22:20,Soderholm Family Aquatic Center,Updated over an hour ago,6.96,n/a,n/a,n/a
1/19/23,22:31,Nick Level 1 Fitness,Updated over an hour ago,26.67,n/a,n/a,n/a
1/19/23,22:31,Nick Level 2 Fitness,Updated over an hour ago,31,n/a,n/a,n/a
1/19/23,22:31,Nick Level 3 Fitness,Updated over an hour ago,45.5,n/a,n/a,n/a
1/19/23,22:31,Nick Power House,Updated over an hour ago,40.71,n/a,n/a,n/a
1/19/23,22:31,Nick Track,Updated over an hour ago,16,n/a,n/a,n/a
1/19/23,22:31,Soderholm Family Aquatic Center,Updated over an hour ago,6.96,n/a,n/a,n/a
1/19/23,22:40,Nick Level 1 Fitness,Updated over an hour ago,26.67,n/a,n/a,n/a
1/19/23,22:40,Nick Level 2 Fitness,Updated over an hour ago,31,n/a,n/a,n/a
1/19/23,22:40,Nick Level 3 Fitness,Updated over an hour ago,45.5,n/a,n/a,n/a
1/19/23,22:40,Nick Power House,Updated over an hour ago,40.71,n/a,n/a,n/a
1/19/23,22:40,Nick Track,Updated over an hour ago,16,n/a,n/a,n/a
1/19/23,22:40,Soderholm Family Aquatic Center,Updated over an hour ago,6.96,n/a,n/a,n/a
1/21/23,15:40,Nick Level 1 Fitness,Updated 4 minutes ago,24,1/21/23,15:36,Saturday
1/21/23,15:40,Nick Level 2 Fitness,Updated 4 minutes ago,25,1/21/23,15:36,Saturday
1/21/23,15:40,Nick Level 3 Fitness,Updated 4 minutes ago,40.5,1/21/23,15:36,Saturday
1/21/23,15:40,Nick Power House,Updated 4 minutes ago,43.57,1/21/23,15:36,Saturday
1/21/23,15:40,Nick Track,Updated 4 minutes ago,16,1/21/23,15:36,Saturday
1/21/23,15:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/21/23,15:50,Nick Level 1 Fitness,Updated 14 minutes ago,24,1/21/23,15:36,Saturday
1/21/23,15:50,Nick Level 2 Fitness,Updated 14 minutes ago,25,1/21/23,15:36,Saturday
1/21/23,15:50,Nick Level 3 Fitness,Updated 14 minutes ago,40.5,1/21/23,15:36,Saturday
1/21/23,15:50,Nick Power House,Updated 14 minutes ago,43.57,1/21/23,15:36,Saturday
1/21/23,15:50,Nick Track,Updated 14 minutes ago,16,1/21/23,15:36,Saturday
1/21/23,15:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/21/23,16:00,Nick Level 1 Fitness,Updated 24 minutes ago,24,1/21/23,15:36,Saturday
1/21/23,16:00,Nick Level 2 Fitness,Updated 24 minutes ago,25,1/21/23,15:36,Saturday
1/21/23,16:00,Nick Level 3 Fitness,Updated 24 minutes ago,40.5,1/21/23,15:36,Saturday
1/21/23,16:00,Nick Power House,Updated 24 minutes ago,43.57,1/21/23,15:36,Saturday
1/21/23,16:00,Nick Track,Updated 24 minutes ago,16,1/21/23,15:36,Saturday
1/21/23,16:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/21/23,16:10,Nick Level 1 Fitness,Updated 34 minutes ago,24,1/21/23,15:36,Saturday
1/21/23,16:10,Nick Level 2 Fitness,Updated 34 minutes ago,25,1/21/23,15:36,Saturday
1/21/23,16:10,Nick Level 3 Fitness,Updated 34 minutes ago,40.5,1/21/23,15:36,Saturday
1/21/23,16:10,Nick Power House,Updated 34 minutes ago,43.57,1/21/23,15:36,Saturday
1/21/23,16:10,Nick Track,Updated 34 minutes ago,16,1/21/23,15:36,Saturday
1/21/23,16:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/21/23,16:20,Nick Level 1 Fitness,Updated 44 minutes ago,24,1/21/23,15:36,Saturday
1/21/23,16:20,Nick Level 2 Fitness,Updated 44 minutes ago,25,1/21/23,15:36,Saturday
1/21/23,16:20,Nick Level 3 Fitness,Updated 44 minutes ago,40.5,1/21/23,15:36,Saturday
1/21/23,16:20,Nick Power House,Updated 44 minutes ago,43.57,1/21/23,15:36,Saturday
1/21/23,16:20,Nick Track,Updated 44 minutes ago,16,1/21/23,15:36,Saturday
1/21/23,16:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/21/23,16:30,Nick Level 1 Fitness,Updated 54 minutes ago,24,1/21/23,15:36,Saturday
1/21/23,16:30,Nick Level 2 Fitness,Updated 54 minutes ago,25,1/21/23,15:36,Saturday
1/21/23,16:30,Nick Level 3 Fitness,Updated 54 minutes ago,40.5,1/21/23,15:36,Saturday
1/21/23,16:30,Nick Power House,Updated 54 minutes ago,43.57,1/21/23,15:36,Saturday
1/21/23,16:30,Nick Track,Updated 54 minutes ago,16,1/21/23,15:36,Saturday
1/21/23,16:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/21/23,16:40,Nick Level 1 Fitness,Updated an hour ago,24,1/21/23,15:40,Saturday
1/21/23,16:40,Nick Level 2 Fitness,Updated an hour ago,25,1/21/23,15:40,Saturday
1/21/23,16:40,Nick Level 3 Fitness,Updated an hour ago,40.5,1/21/23,15:40,Saturday
1/21/23,16:40,Nick Power House,Updated an hour ago,43.57,1/21/23,15:40,Saturday
1/21/23,16:40,Nick Track,Updated an hour ago,16,1/21/23,15:40,Saturday
1/21/23,16:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/21/23,16:50,Nick Level 1 Fitness,Updated an hour ago,24,1/21/23,15:50,Saturday
1/21/23,16:50,Nick Level 2 Fitness,Updated an hour ago,25,1/21/23,15:50,Saturday
1/21/23,16:50,Nick Level 3 Fitness,Updated an hour ago,40.5,1/21/23,15:50,Saturday
1/21/23,16:50,Nick Power House,Updated an hour ago,43.57,1/21/23,15:50,Saturday
1/21/23,16:50,Nick Track,Updated an hour ago,16,1/21/23,15:50,Saturday
1/21/23,16:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/21/23,17:00,Nick Level 1 Fitness,Updated moments ago,30,1/21/23,17:00,Saturday
1/21/23,17:00,Nick Level 2 Fitness,Updated moments ago,28,1/21/23,17:00,Saturday
1/21/23,17:00,Nick Level 3 Fitness,Updated moments ago,35,1/21/23,17:00,Saturday
1/21/23,17:00,Nick Power House,Updated moments ago,35.71,1/21/23,17:00,Saturday
1/21/23,17:00,Nick Track,Updated moments ago,16,1/21/23,17:00,Saturday
1/21/23,17:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/21/23,17:10,Nick Level 1 Fitness,Updated 11 minutes ago,30,1/21/23,16:59,Saturday
1/21/23,17:10,Nick Level 2 Fitness,Updated 11 minutes ago,28,1/21/23,16:59,Saturday
1/21/23,17:10,Nick Level 3 Fitness,Updated 11 minutes ago,35,1/21/23,16:59,Saturday
1/21/23,17:10,Nick Power House,Updated 11 minutes ago,35.71,1/21/23,16:59,Saturday
1/21/23,17:10,Nick Track,Updated 11 minutes ago,16,1/21/23,16:59,Saturday
1/21/23,17:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/21/23,17:50,Nick Level 1 Fitness,Updated 51 minutes ago,30,1/21/23,16:59,Saturday
1/21/23,17:50,Nick Level 2 Fitness,Updated 51 minutes ago,28,1/21/23,16:59,Saturday
1/21/23,17:50,Nick Level 3 Fitness,Updated 51 minutes ago,35,1/21/23,16:59,Saturday
1/21/23,17:50,Nick Power House,Updated 51 minutes ago,35.71,1/21/23,16:59,Saturday
1/21/23,17:50,Nick Track,Updated 51 minutes ago,16,1/21/23,16:59,Saturday
1/21/23,17:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/22/23,10:33,Nick Level 1 Fitness,Updated an hour ago,7.33,1/22/23,9:33,Sunday
1/22/23,10:33,Nick Level 2 Fitness,Updated an hour ago,18,1/22/23,9:33,Sunday
1/22/23,10:33,Nick Level 3 Fitness,Updated an hour ago,19.5,1/22/23,9:33,Sunday
1/22/23,10:33,Nick Power House,Updated an hour ago,15.71,1/22/23,9:33,Sunday
1/22/23,10:33,Nick Track,Updated an hour ago,9,1/22/23,9:33,Sunday
1/22/23,10:33,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/22/23,10:36,Nick Level 1 Fitness,Updated moments ago,23.33,1/22/23,10:36,Sunday
1/22/23,10:36,Nick Level 2 Fitness,Updated moments ago,30,1/22/23,10:36,Sunday
1/22/23,10:36,Nick Level 3 Fitness,Updated moments ago,30.5,1/22/23,10:36,Sunday
1/22/23,10:36,Nick Power House,Updated moments ago,15.71,1/22/23,10:36,Sunday
1/22/23,10:36,Nick Track,Updated moments ago,9,1/22/23,10:36,Sunday
1/22/23,10:36,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/22/23,10:39,Nick Level 1 Fitness,Updated 4 minutes ago,23.33,1/22/23,10:35,Sunday
1/22/23,10:39,Nick Level 2 Fitness,Updated 4 minutes ago,30,1/22/23,10:35,Sunday
1/22/23,10:39,Nick Level 3 Fitness,Updated 4 minutes ago,30.5,1/22/23,10:35,Sunday
1/22/23,10:39,Nick Power House,Updated 4 minutes ago,15.71,1/22/23,10:35,Sunday
1/22/23,10:39,Nick Track,Updated 4 minutes ago,9,1/22/23,10:35,Sunday
1/22/23,10:39,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
2/23/23,11:07,Nick Level 1 Fitness,Updated an hour ago,34.67,2/23/23,10:07,Thursday
2/23/23,11:07,Nick Level 2 Fitness,Updated an hour ago,30,2/23/23,10:07,Thursday
2/23/23,11:07,Nick Level 3 Fitness,Updated an hour ago,47,2/23/23,10:07,Thursday
2/23/23,11:07,Nick Power House,Updated over an hour ago,39.29,n/a,n/a,n/a
2/23/23,11:07,Nick Track,Updated an hour ago,10,2/23/23,10:07,Thursday
2/23/23,11:07,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
2/23/23,11:20,Nick Level 1 Fitness,Updated 5 minutes ago,33.33,2/23/23,11:15,Thursday
2/23/23,11:20,Nick Level 2 Fitness,Updated 5 minutes ago,35,2/23/23,11:15,Thursday
2/23/23,11:20,Nick Level 3 Fitness,Updated 5 minutes ago,35,2/23/23,11:15,Thursday
2/23/23,11:20,Nick Power House,Updated 5 minutes ago,28.57,2/23/23,11:15,Thursday
2/23/23,11:20,Nick Track,Updated 5 minutes ago,12,2/23/23,11:15,Thursday
2/23/23,11:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
2/23/23,11:24,Nick Level 1 Fitness,Updated 9 minutes ago,33.33,2/23/23,11:15,Thursday
2/23/23,11:24,Nick Level 2 Fitness,Updated 9 minutes ago,35,2/23/23,11:15,Thursday
2/23/23,11:24,Nick Level 3 Fitness,Updated 9 minutes ago,35,2/23/23,11:15,Thursday
2/23/23,11:24,Nick Power House,Updated 8 minutes ago,28.57,2/23/23,11:16,Thursday
2/23/23,11:24,Nick Track,Updated 9 minutes ago,12,2/23/23,11:15,Thursday
2/23/23,11:24,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
2/23/23,11:45,Nick Level 1 Fitness,Updated 30 minutes ago,33.33,2/23/23,11:15,Thursday
2/23/23,11:45,Nick Level 2 Fitness,Updated 30 minutes ago,35,2/23/23,11:15,Thursday
2/23/23,11:45,Nick Level 3 Fitness,Updated 30 minutes ago,35,2/23/23,11:15,Thursday
2/23/23,11:45,Nick Power House,Updated 30 minutes ago,28.57,2/23/23,11:15,Thursday
2/23/23,11:45,Nick Track,Updated 30 minutes ago,12,2/23/23,11:15,Thursday
2/23/23,11:45,Soderholm Family Aquatic Center,Updated 19 minutes ago,6.09,2/23/23,11:26,Thursday
2/23/23,12:00,Nick Level 1 Fitness,Updated 45 minutes ago,33.33,2/23/23,11:15,Thursday
2/23/23,12:00,Nick Level 2 Fitness,Updated 45 minutes ago,35,2/23/23,11:15,Thursday
2/23/23,12:00,Nick Level 3 Fitness,Updated 45 minutes ago,35,2/23/23,11:15,Thursday
2/23/23,12:00,Nick Power House,Updated 45 minutes ago,28.57,2/23/23,11:15,Thursday
2/23/23,12:00,Nick Track,Updated 45 minutes ago,12,2/23/23,11:15,Thursday
2/23/23,12:00,Soderholm Family Aquatic Center,Updated 34 minutes ago,6.09,2/23/23,11:26,Thursday
2/23/23,12:15,Nick Level 1 Fitness,Updated an hour ago,33.33,2/23/23,11:15,Thursday
2/23/23,12:15,Nick Level 2 Fitness,Updated an hour ago,35,2/23/23,11:15,Thursday
2/23/23,12:15,Nick Level 3 Fitness,Updated an hour ago,35,2/23/23,11:15,Thursday
2/23/23,12:15,Nick Power House,Updated an hour ago,28.57,2/23/23,11:15,Thursday
2/23/23,12:15,Nick Track,Updated an hour ago,12,2/23/23,11:15,Thursday
2/23/23,12:15,Soderholm Family Aquatic Center,Updated 49 minutes ago,6.09,2/23/23,11:26,Thursday
2/23/23,12:30,Nick Level 1 Fitness,Updated 13 minutes ago,40,2/23/23,12:17,Thursday
2/23/23,12:30,Nick Level 2 Fitness,Updated 13 minutes ago,45,2/23/23,12:17,Thursday
2/23/23,12:30,Nick Level 3 Fitness,Updated 13 minutes ago,40,2/23/23,12:17,Thursday
2/23/23,12:30,Nick Power House,Updated 13 minutes ago,42.86,2/23/23,12:17,Thursday
2/23/23,12:30,Nick Track,Updated 13 minutes ago,15,2/23/23,12:17,Thursday
2/23/23,12:30,Soderholm Family Aquatic Center,Updated 11 minutes ago,6.52,2/23/23,12:19,Thursday
2/23/23,12:45,Nick Level 1 Fitness,Updated 28 minutes ago,40,2/23/23,12:17,Thursday
2/23/23,12:45,Nick Level 2 Fitness,Updated 28 minutes ago,45,2/23/23,12:17,Thursday
2/23/23,12:45,Nick Level 3 Fitness,Updated 28 minutes ago,40,2/23/23,12:17,Thursday
2/23/23,12:45,Nick Power House,Updated 28 minutes ago,42.86,2/23/23,12:17,Thursday
2/23/23,12:45,Nick Track,Updated 28 minutes ago,15,2/23/23,12:17,Thursday
2/23/23,12:45,Soderholm Family Aquatic Center,Updated 26 minutes ago,6.52,2/23/23,12:19,Thursday
2/23/23,13:00,Nick Level 1 Fitness,Updated 43 minutes ago,40,2/23/23,12:17,Thursday
2/23/23,13:00,Nick Level 2 Fitness,Updated 43 minutes ago,45,2/23/23,12:17,Thursday
2/23/23,13:00,Nick Level 3 Fitness,Updated 43 minutes ago,40,2/23/23,12:17,Thursday
2/23/23,13:00,Nick Power House,Updated 43 minutes ago,42.86,2/23/23,12:17,Thursday
2/23/23,13:00,Nick Track,Updated 43 minutes ago,15,2/23/23,12:17,Thursday
2/23/23,13:00,Soderholm Family Aquatic Center,Updated 5 minutes ago,5.65,2/23/23,12:55,Thursday
2/23/23,13:15,Nick Level 1 Fitness,Updated moments ago,36,2/23/23,13:15,Thursday
2/23/23,13:15,Nick Level 2 Fitness,Updated moments ago,51,2/23/23,13:15,Thursday
2/23/23,13:15,Nick Level 3 Fitness,Updated moments ago,55.5,2/23/23,13:15,Thursday
2/23/23,13:15,Nick Power House,Updated moments ago,51.43,2/23/23,13:15,Thursday
2/23/23,13:15,Nick Track,Updated moments ago,8,2/23/23,13:15,Thursday
2/23/23,13:15,Soderholm Family Aquatic Center,Updated moments ago,5.65,2/23/23,13:15,Thursday
2/23/23,13:30,Nick Level 1 Fitness,Updated 16 minutes ago,36,2/23/23,13:14,Thursday
2/23/23,13:30,Nick Level 2 Fitness,Updated 16 minutes ago,51,2/23/23,13:14,Thursday
2/23/23,13:30,Nick Level 3 Fitness,Updated 16 minutes ago,55.5,2/23/23,13:14,Thursday
2/23/23,13:30,Nick Power House,Updated 16 minutes ago,51.43,2/23/23,13:14,Thursday
2/23/23,13:30,Nick Track,Updated 16 minutes ago,8,2/23/23,13:14,Thursday
2/23/23,13:30,Soderholm Family Aquatic Center,Updated 16 minutes ago,5.65,2/23/23,13:14,Thursday
2/23/23,13:45,Nick Level 1 Fitness,Updated 31 minutes ago,36,2/23/23,13:14,Thursday
2/23/23,13:45,Nick Level 2 Fitness,Updated 31 minutes ago,51,2/23/23,13:14,Thursday
2/23/23,13:45,Nick Level 3 Fitness,Updated 31 minutes ago,55.5,2/23/23,13:14,Thursday
2/23/23,13:45,Nick Power House,Updated 31 minutes ago,51.43,2/23/23,13:14,Thursday
2/23/23,13:45,Nick Track,Updated 31 minutes ago,8,2/23/23,13:14,Thursday
2/23/23,13:45,Soderholm Family Aquatic Center,Updated 31 minutes ago,5.65,2/23/23,13:14,Thursday
2/23/23,14:00,Nick Level 1 Fitness,Updated 46 minutes ago,36,2/23/23,13:14,Thursday
2/23/23,14:00,Nick Level 2 Fitness,Updated 46 minutes ago,51,2/23/23,13:14,Thursday
2/23/23,14:00,Nick Level 3 Fitness,Updated 46 minutes ago,55.5,2/23/23,13:14,Thursday
2/23/23,14:00,Nick Power House,Updated 46 minutes ago,51.43,2/23/23,13:14,Thursday
2/23/23,14:00,Nick Track,Updated 46 minutes ago,8,2/23/23,13:14,Thursday
2/23/23,14:00,Soderholm Family Aquatic Center,Updated 46 minutes ago,5.65,2/23/23,13:14,Thursday
2/23/23,14:15,Nick Level 1 Fitness,Updated an hour ago,36,2/23/23,13:15,Thursday
2/23/23,14:15,Nick Level 2 Fitness,Updated an hour ago,51,2/23/23,13:15,Thursday
2/23/23,14:15,Nick Level 3 Fitness,Updated an hour ago,55.5,2/23/23,13:15,Thursday
2/23/23,14:15,Nick Power House,Updated an hour ago,51.43,2/23/23,13:15,Thursday
2/23/23,14:15,Nick Track,Updated an hour ago,8,2/23/23,13:15,Thursday
2/23/23,14:15,Soderholm Family Aquatic Center,Updated an hour ago,5.65,2/23/23,13:15,Thursday
2/23/23,14:30,Nick Level 1 Fitness,Updated an hour ago,36,2/23/23,13:30,Thursday
2/23/23,14:30,Nick Level 2 Fitness,Updated an hour ago,51,2/23/23,13:30,Thursday
2/23/23,14:30,Nick Level 3 Fitness,Updated an hour ago,55.5,2/23/23,13:30,Thursday
2/23/23,14:30,Nick Power House,Updated an hour ago,51.43,2/23/23,13:30,Thursday
2/23/23,14:30,Nick Track,Updated an hour ago,8,2/23/23,13:30,Thursday
2/23/23,14:30,Soderholm Family Aquatic Center,Updated an hour ago,5.65,2/23/23,13:30,Thursday
2/23/23,14:45,Nick Level 1 Fitness,Updated 11 minutes ago,32.67,2/23/23,14:34,Thursday
2/23/23,14:45,Nick Level 2 Fitness,Updated 11 minutes ago,42,2/23/23,14:34,Thursday
2/23/23,14:45,Nick Level 3 Fitness,Updated 11 minutes ago,46.5,2/23/23,14:34,Thursday
2/23/23,14:45,Nick Power House,Updated 11 minutes ago,42.86,2/23/23,14:34,Thursday
2/23/23,14:45,Nick Track,Updated 11 minutes ago,17,2/23/23,14:34,Thursday
2/23/23,14:45,Soderholm Family Aquatic Center,Updated 11 minutes ago,0.87,2/23/23,14:34,Thursday
2/23/23,15:00,Nick Level 1 Fitness,Updated 26 minutes ago,32.67,2/23/23,14:34,Thursday
2/23/23,15:00,Nick Level 2 Fitness,Updated 26 minutes ago,42,2/23/23,14:34,Thursday
2/23/23,15:00,Nick Level 3 Fitness,Updated 26 minutes ago,46.5,2/23/23,14:34,Thursday
2/23/23,15:00,Nick Power House,Updated 26 minutes ago,42.86,2/23/23,14:34,Thursday
2/23/23,15:00,Nick Track,Updated 26 minutes ago,17,2/23/23,14:34,Thursday
2/23/23,15:00,Soderholm Family Aquatic Center,Updated 26 minutes ago,0.87,2/23/23,14:34,Thursday
2/23/23,15:15,Nick Level 1 Fitness,Updated 41 minutes ago,32.67,2/23/23,14:34,Thursday
2/23/23,15:15,Nick Level 2 Fitness,Updated 41 minutes ago,42,2/23/23,14:34,Thursday
2/23/23,15:15,Nick Level 3 Fitness,Updated 41 minutes ago,46.5,2/23/23,14:34,Thursday
2/23/23,15:15,Nick Power House,Updated 41 minutes ago,42.86,2/23/23,14:34,Thursday
2/23/23,15:15,Nick Track,Updated 41 minutes ago,17,2/23/23,14:34,Thursday
2/23/23,15:15,Soderholm Family Aquatic Center,Updated 41 minutes ago,0.87,2/23/23,14:34,Thursday
2/23/23,15:30,Nick Level 1 Fitness,Updated 56 minutes ago,32.67,2/23/23,14:34,Thursday
2/23/23,15:30,Nick Level 2 Fitness,Updated 56 minutes ago,42,2/23/23,14:34,Thursday
2/23/23,15:30,Nick Level 3 Fitness,Updated 56 minutes ago,46.5,2/23/23,14:34,Thursday
2/23/23,15:30,Nick Power House,Updated 56 minutes ago,42.86,2/23/23,14:34,Thursday
2/23/23,15:30,Nick Track,Updated 56 minutes ago,17,2/23/23,14:34,Thursday
2/23/23,15:30,Soderholm Family Aquatic Center,Updated 56 minutes ago,0.87,2/23/23,14:34,Thursday
2/23/23,15:45,Nick Level 1 Fitness,Updated 6 minutes ago,36.67,2/23/23,15:39,Thursday
2/23/23,15:45,Nick Level 2 Fitness,Updated 6 minutes ago,48,2/23/23,15:39,Thursday
2/23/23,15:45,Nick Level 3 Fitness,Updated 6 minutes ago,50.5,2/23/23,15:39,Thursday
2/23/23,15:45,Nick Power House,Updated 6 minutes ago,52.14,2/23/23,15:39,Thursday
2/23/23,15:45,Nick Track,Updated 6 minutes ago,22,2/23/23,15:39,Thursday
2/23/23,15:45,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
2/23/23,16:00,Nick Level 1 Fitness,Updated 21 minutes ago,36.67,2/23/23,15:39,Thursday
2/23/23,16:00,Nick Level 2 Fitness,Updated 21 minutes ago,48,2/23/23,15:39,Thursday
2/23/23,16:00,Nick Level 3 Fitness,Updated 21 minutes ago,50.5,2/23/23,15:39,Thursday
2/23/23,16:00,Nick Power House,Updated 21 minutes ago,52.14,2/23/23,15:39,Thursday
2/23/23,16:00,Nick Track,Updated 21 minutes ago,22,2/23/23,15:39,Thursday
2/23/23,16:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
2/23/23,16:15,Nick Level 1 Fitness,Updated 36 minutes ago,36.67,2/23/23,15:39,Thursday
2/23/23,16:15,Nick Level 2 Fitness,Updated 36 minutes ago,48,2/23/23,15:39,Thursday
2/23/23,16:15,Nick Level 3 Fitness,Updated 36 minutes ago,50.5,2/23/23,15:39,Thursday
2/23/23,16:15,Nick Power House,Updated 36 minutes ago,52.14,2/23/23,15:39,Thursday
2/23/23,16:15,Nick Track,Updated 36 minutes ago,22,2/23/23,15:39,Thursday
2/23/23,16:15,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
2/23/23,16:30,Nick Level 1 Fitness,Updated 51 minutes ago,36.67,2/23/23,15:39,Thursday
2/23/23,16:30,Nick Level 2 Fitness,Updated 51 minutes ago,48,2/23/23,15:39,Thursday
2/23/23,16:30,Nick Level 3 Fitness,Updated 51 minutes ago,50.5,2/23/23,15:39,Thursday
2/23/23,16:30,Nick Power House,Updated 51 minutes ago,52.14,2/23/23,15:39,Thursday
2/23/23,16:30,Nick Track,Updated 51 minutes ago,22,2/23/23,15:39,Thursday
2/23/23,16:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
2/23/23,16:45,Nick Level 1 Fitness,Updated 13 minutes ago,38,2/23/23,16:32,Thursday
2/23/23,16:45,Nick Level 2 Fitness,Updated 13 minutes ago,46,2/23/23,16:32,Thursday
2/23/23,16:45,Nick Level 3 Fitness,Updated 13 minutes ago,60,2/23/23,16:32,Thursday
2/23/23,16:45,Nick Power House,Updated 13 minutes ago,54.29,2/23/23,16:32,Thursday
2/23/23,16:45,Nick Track,Updated 13 minutes ago,23,2/23/23,16:32,Thursday
2/23/23,16:45,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
2/23/23,17:00,Nick Level 1 Fitness,Updated 28 minutes ago,38,2/23/23,16:32,Thursday
2/23/23,17:00,Nick Level 2 Fitness,Updated 28 minutes ago,46,2/23/23,16:32,Thursday
2/23/23,17:00,Nick Level 3 Fitness,Updated 28 minutes ago,60,2/23/23,16:32,Thursday
2/23/23,17:00,Nick Power House,Updated 28 minutes ago,54.29,2/23/23,16:32,Thursday
2/23/23,17:00,Nick Track,Updated 28 minutes ago,23,2/23/23,16:32,Thursday
2/23/23,17:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
2/23/23,17:15,Nick Level 1 Fitness,Updated 43 minutes ago,38,2/23/23,16:32,Thursday
2/23/23,17:15,Nick Level 2 Fitness,Updated 43 minutes ago,46,2/23/23,16:32,Thursday
2/23/23,17:15,Nick Level 3 Fitness,Updated 43 minutes ago,60,2/23/23,16:32,Thursday
2/23/23,17:15,Nick Power House,Updated 43 minutes ago,54.29,2/23/23,16:32,Thursday
2/23/23,17:15,Nick Track,Updated 43 minutes ago,23,2/23/23,16:32,Thursday
2/23/23,17:15,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
2/23/23,17:30,Nick Level 1 Fitness,Updated moments ago,43.33,2/23/23,17:30,Thursday
2/23/23,17:30,Nick Level 2 Fitness,Updated moments ago,48,2/23/23,17:30,Thursday
2/23/23,17:30,Nick Level 3 Fitness,Updated moments ago,62.5,2/23/23,17:30,Thursday
