pull_date,pull_time,location,update_time,pct_full,date,time,wday
1/10/23,17:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/10/23,17:20,Nick Level 1 Fitness,Updated 48 minutes ago,11.33,1/10/23,16:32,Tuesday
1/10/23,17:20,Nick Level 2 Fitness,Updated 48 minutes ago,18,1/10/23,16:32,Tuesday
1/10/23,17:20,Nick Level 3 Fitness,Updated 48 minutes ago,23,1/10/23,16:32,Tuesday
1/10/23,17:20,Nick Power House,Updated 48 minutes ago,20.71,1/10/23,16:32,Tuesday
1/10/23,17:20,Nick Track,Updated 48 minutes ago,7,1/10/23,16:32,Tuesday
1/10/23,17:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/10/23,17:30,Nick Level 1 Fitness,Updated 58 minutes ago,11.33,1/10/23,16:32,Tuesday
1/10/23,17:30,Nick Level 2 Fitness,Updated 58 minutes ago,18,1/10/23,16:32,Tuesday
1/10/23,17:30,Nick Level 3 Fitness,Updated 58 minutes ago,23,1/10/23,16:32,Tuesday
1/10/23,17:30,Nick Power House,Updated 58 minutes ago,20.71,1/10/23,16:32,Tuesday
1/10/23,17:30,Nick Track,Updated 58 minutes ago,7,1/10/23,16:32,Tuesday
1/10/23,17:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/10/23,17:40,Nick Level 1 Fitness,Updated an hour ago,11.33,1/10/23,16:40,Tuesday
1/10/23,17:40,Nick Level 2 Fitness,Updated an hour ago,18,1/10/23,16:40,Tuesday
1/10/23,17:40,Nick Level 3 Fitness,Updated an hour ago,23,1/10/23,16:40,Tuesday
1/10/23,17:40,Nick Power House,Updated an hour ago,20.71,1/10/23,16:40,Tuesday
1/10/23,17:40,Nick Track,Updated an hour ago,7,1/10/23,16:40,Tuesday
1/10/23,17:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/10/23,17:50,Nick Level 1 Fitness,Updated an hour ago,11.33,1/10/23,16:50,Tuesday
1/10/23,17:50,Nick Level 2 Fitness,Updated an hour ago,18,1/10/23,16:50,Tuesday
1/10/23,17:50,Nick Level 3 Fitness,Updated an hour ago,23,1/10/23,16:50,Tuesday
1/10/23,17:50,Nick Power House,Updated an hour ago,20.71,1/10/23,16:50,Tuesday
1/10/23,17:50,Nick Track,Updated an hour ago,7,1/10/23,16:50,Tuesday
1/10/23,17:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/10/23,18:00,Nick Level 1 Fitness,Updated 5 minutes ago,14.67,1/10/23,17:55,Tuesday
1/10/23,18:00,Nick Level 2 Fitness,Updated 5 minutes ago,0,1/10/23,17:55,Tuesday
1/10/23,18:00,Nick Level 3 Fitness,Updated 5 minutes ago,25,1/10/23,17:55,Tuesday
1/10/23,18:00,Nick Power House,Updated 5 minutes ago,22.86,1/10/23,17:55,Tuesday
1/10/23,18:00,Nick Track,Updated 5 minutes ago,8,1/10/23,17:55,Tuesday
1/10/23,18:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/10/23,18:10,Nick Level 1 Fitness,Updated 15 minutes ago,14.67,1/10/23,17:55,Tuesday
1/10/23,18:10,Nick Level 2 Fitness,Updated 15 minutes ago,0,1/10/23,17:55,Tuesday
1/10/23,18:10,Nick Level 3 Fitness,Updated 15 minutes ago,25,1/10/23,17:55,Tuesday
1/10/23,18:10,Nick Power House,Updated 15 minutes ago,22.86,1/10/23,17:55,Tuesday
1/10/23,18:10,Nick Track,Updated 15 minutes ago,8,1/10/23,17:55,Tuesday
1/10/23,18:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/10/23,18:20,Nick Level 1 Fitness,Updated 25 minutes ago,14.67,1/10/23,17:55,Tuesday
1/10/23,18:20,Nick Level 2 Fitness,Updated 25 minutes ago,0,1/10/23,17:55,Tuesday
1/10/23,18:20,Nick Level 3 Fitness,Updated 25 minutes ago,25,1/10/23,17:55,Tuesday
1/10/23,18:20,Nick Power House,Updated 25 minutes ago,22.86,1/10/23,17:55,Tuesday
1/10/23,18:20,Nick Track,Updated 25 minutes ago,8,1/10/23,17:55,Tuesday
1/10/23,18:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/10/23,18:30,Nick Level 1 Fitness,Updated 35 minutes ago,14.67,1/10/23,17:55,Tuesday
1/10/23,18:30,Nick Level 2 Fitness,Updated 35 minutes ago,0,1/10/23,17:55,Tuesday
1/10/23,18:30,Nick Level 3 Fitness,Updated 35 minutes ago,25,1/10/23,17:55,Tuesday
1/10/23,18:30,Nick Power House,Updated 35 minutes ago,22.86,1/10/23,17:55,Tuesday
1/10/23,18:30,Nick Track,Updated 35 minutes ago,8,1/10/23,17:55,Tuesday
1/10/23,18:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/10/23,18:40,Nick Level 1 Fitness,Updated 45 minutes ago,14.67,1/10/23,17:55,Tuesday
1/10/23,18:40,Nick Level 2 Fitness,Updated 45 minutes ago,0,1/10/23,17:55,Tuesday
1/10/23,18:40,Nick Level 3 Fitness,Updated 45 minutes ago,25,1/10/23,17:55,Tuesday
1/10/23,18:40,Nick Power House,Updated 45 minutes ago,22.86,1/10/23,17:55,Tuesday
1/10/23,18:40,Nick Track,Updated 45 minutes ago,8,1/10/23,17:55,Tuesday
1/10/23,18:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/10/23,18:50,Nick Level 1 Fitness,Updated 55 minutes ago,14.67,1/10/23,17:55,Tuesday
1/10/23,18:50,Nick Level 2 Fitness,Updated 55 minutes ago,0,1/10/23,17:55,Tuesday
1/10/23,18:50,Nick Level 3 Fitness,Updated 55 minutes ago,25,1/10/23,17:55,Tuesday
1/10/23,18:50,Nick Power House,Updated 55 minutes ago,22.86,1/10/23,17:55,Tuesday
1/10/23,18:50,Nick Track,Updated 55 minutes ago,8,1/10/23,17:55,Tuesday
1/10/23,18:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/10/23,19:00,Nick Level 1 Fitness,Updated an hour ago,14.67,1/10/23,18:00,Tuesday
1/10/23,19:00,Nick Level 2 Fitness,Updated an hour ago,0,1/10/23,18:00,Tuesday
1/10/23,19:00,Nick Level 3 Fitness,Updated an hour ago,25,1/10/23,18:00,Tuesday
1/10/23,19:00,Nick Power House,Updated an hour ago,22.86,1/10/23,18:00,Tuesday
1/10/23,19:00,Nick Track,Updated an hour ago,8,1/10/23,18:00,Tuesday
1/10/23,19:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/10/23,19:10,Nick Level 1 Fitness,Updated moments ago,20.67,1/10/23,19:10,Tuesday
1/10/23,19:10,Nick Level 2 Fitness,Updated moments ago,29,1/10/23,19:10,Tuesday
1/10/23,19:10,Nick Level 3 Fitness,Updated moments ago,35.5,1/10/23,19:10,Tuesday
1/10/23,19:10,Nick Power House,Updated moments ago,30.71,1/10/23,19:10,Tuesday
1/10/23,19:10,Nick Track,Updated moments ago,8,1/10/23,19:10,Tuesday
1/10/23,19:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/10/23,19:20,Nick Level 1 Fitness,Updated 12 minutes ago,20.67,1/10/23,19:08,Tuesday
1/10/23,19:20,Nick Level 2 Fitness,Updated 12 minutes ago,29,1/10/23,19:08,Tuesday
1/10/23,19:20,Nick Level 3 Fitness,Updated 12 minutes ago,35.5,1/10/23,19:08,Tuesday
1/10/23,19:20,Nick Power House,Updated 12 minutes ago,30.71,1/10/23,19:08,Tuesday
1/10/23,19:20,Nick Track,Updated 12 minutes ago,8,1/10/23,19:08,Tuesday
1/10/23,19:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/10/23,19:30,Nick Level 1 Fitness,Updated 22 minutes ago,20.67,1/10/23,19:08,Tuesday
1/10/23,19:30,Nick Level 2 Fitness,Updated 22 minutes ago,29,1/10/23,19:08,Tuesday
1/10/23,19:30,Nick Level 3 Fitness,Updated 22 minutes ago,35.5,1/10/23,19:08,Tuesday
1/10/23,19:30,Nick Power House,Updated 22 minutes ago,30.71,1/10/23,19:08,Tuesday
1/10/23,19:30,Nick Track,Updated 22 minutes ago,8,1/10/23,19:08,Tuesday
1/10/23,19:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/10/23,19:40,Nick Level 1 Fitness,Updated 32 minutes ago,20.67,1/10/23,19:08,Tuesday
1/10/23,19:40,Nick Level 2 Fitness,Updated 32 minutes ago,29,1/10/23,19:08,Tuesday
1/10/23,19:40,Nick Level 3 Fitness,Updated 32 minutes ago,35.5,1/10/23,19:08,Tuesday
1/10/23,19:40,Nick Power House,Updated 32 minutes ago,30.71,1/10/23,19:08,Tuesday
1/10/23,19:40,Nick Track,Updated 32 minutes ago,8,1/10/23,19:08,Tuesday
1/10/23,19:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,9:31,Nick Level 1 Fitness,Updated 52 minutes ago,4,1/11/23,8:39,Wednesday
1/11/23,9:31,Nick Level 2 Fitness,Updated 52 minutes ago,1,1/11/23,8:39,Wednesday
1/11/23,9:31,Nick Level 3 Fitness,Updated 53 minutes ago,8,1/11/23,8:38,Wednesday
1/11/23,9:31,Nick Power House,Updated 52 minutes ago,7.86,1/11/23,8:39,Wednesday
1/11/23,9:31,Nick Track,Updated 53 minutes ago,2,1/11/23,8:38,Wednesday
1/11/23,9:31,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,9:40,Nick Level 1 Fitness,Updated an hour ago,4,1/11/23,8:40,Wednesday
1/11/23,9:40,Nick Level 2 Fitness,Updated an hour ago,1,1/11/23,8:40,Wednesday
1/11/23,9:40,Nick Level 3 Fitness,Updated an hour ago,8,1/11/23,8:40,Wednesday
1/11/23,9:40,Nick Power House,Updated an hour ago,7.86,1/11/23,8:40,Wednesday
1/11/23,9:40,Nick Track,Updated an hour ago,2,1/11/23,8:40,Wednesday
1/11/23,9:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,9:50,Nick Level 1 Fitness,Updated an hour ago,4,1/11/23,8:50,Wednesday
1/11/23,9:50,Nick Level 2 Fitness,Updated an hour ago,1,1/11/23,8:50,Wednesday
1/11/23,9:50,Nick Level 3 Fitness,Updated an hour ago,8,1/11/23,8:50,Wednesday
1/11/23,9:50,Nick Power House,Updated an hour ago,7.86,1/11/23,8:50,Wednesday
1/11/23,9:50,Nick Track,Updated an hour ago,2,1/11/23,8:50,Wednesday
1/11/23,9:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,10:00,Nick Level 1 Fitness,Updated an hour ago,4,1/11/23,9:00,Wednesday
1/11/23,10:00,Nick Level 2 Fitness,Updated an hour ago,1,1/11/23,9:00,Wednesday
1/11/23,10:00,Nick Level 3 Fitness,Updated an hour ago,8,1/11/23,9:00,Wednesday
1/11/23,10:00,Nick Power House,Updated an hour ago,7.86,1/11/23,9:00,Wednesday
1/11/23,10:00,Nick Track,Updated an hour ago,2,1/11/23,9:00,Wednesday
1/11/23,10:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,10:10,Nick Level 1 Fitness,Updated over an hour ago,4,n/a,n/a,n/a
1/11/23,10:10,Nick Level 2 Fitness,Updated over an hour ago,1,n/a,n/a,n/a
1/11/23,10:10,Nick Level 3 Fitness,Updated over an hour ago,8,n/a,n/a,n/a
1/11/23,10:10,Nick Power House,Updated over an hour ago,7.86,n/a,n/a,n/a
1/11/23,10:10,Nick Track,Updated over an hour ago,2,n/a,n/a,n/a
1/11/23,10:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,10:20,Nick Level 1 Fitness,Updated 6 minutes ago,9.33,1/11/23,10:14,Wednesday
1/11/23,10:20,Nick Level 2 Fitness,Updated 6 minutes ago,12,1/11/23,10:14,Wednesday
1/11/23,10:20,Nick Level 3 Fitness,Updated 6 minutes ago,10,1/11/23,10:14,Wednesday
1/11/23,10:20,Nick Power House,Updated 6 minutes ago,10.71,1/11/23,10:14,Wednesday
1/11/23,10:20,Nick Track,Updated 6 minutes ago,2,1/11/23,10:14,Wednesday
1/11/23,10:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,10:30,Nick Level 1 Fitness,Updated 16 minutes ago,9.33,1/11/23,10:14,Wednesday
1/11/23,10:30,Nick Level 2 Fitness,Updated 16 minutes ago,12,1/11/23,10:14,Wednesday
1/11/23,10:30,Nick Level 3 Fitness,Updated 16 minutes ago,10,1/11/23,10:14,Wednesday
1/11/23,10:30,Nick Power House,Updated 16 minutes ago,10.71,1/11/23,10:14,Wednesday
1/11/23,10:30,Nick Track,Updated 16 minutes ago,2,1/11/23,10:14,Wednesday
1/11/23,10:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,10:40,Nick Level 1 Fitness,Updated 26 minutes ago,9.33,1/11/23,10:14,Wednesday
1/11/23,10:40,Nick Level 2 Fitness,Updated 26 minutes ago,12,1/11/23,10:14,Wednesday
1/11/23,10:40,Nick Level 3 Fitness,Updated 26 minutes ago,10,1/11/23,10:14,Wednesday
1/11/23,10:40,Nick Power House,Updated 26 minutes ago,10.71,1/11/23,10:14,Wednesday
1/11/23,10:40,Nick Track,Updated 26 minutes ago,2,1/11/23,10:14,Wednesday
1/11/23,10:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,10:50,Nick Level 1 Fitness,Updated 36 minutes ago,9.33,1/11/23,10:14,Wednesday
1/11/23,10:50,Nick Level 2 Fitness,Updated 36 minutes ago,12,1/11/23,10:14,Wednesday
1/11/23,10:50,Nick Level 3 Fitness,Updated 36 minutes ago,10,1/11/23,10:14,Wednesday
1/11/23,10:50,Nick Power House,Updated 36 minutes ago,10.71,1/11/23,10:14,Wednesday
1/11/23,10:50,Nick Track,Updated 36 minutes ago,2,1/11/23,10:14,Wednesday
1/11/23,10:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,11:20,Nick Level 1 Fitness,Updated an hour ago,9.33,1/11/23,10:20,Wednesday
1/11/23,11:20,Nick Level 2 Fitness,Updated an hour ago,12,1/11/23,10:20,Wednesday
1/11/23,11:20,Nick Level 3 Fitness,Updated an hour ago,10,1/11/23,10:20,Wednesday
1/11/23,11:20,Nick Power House,Updated an hour ago,10.71,1/11/23,10:20,Wednesday
1/11/23,11:20,Nick Track,Updated an hour ago,2,1/11/23,10:20,Wednesday
1/11/23,11:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,11:30,Nick Level 1 Fitness,Updated an hour ago,9.33,1/11/23,10:30,Wednesday
1/11/23,11:30,Nick Level 2 Fitness,Updated an hour ago,12,1/11/23,10:30,Wednesday
1/11/23,11:30,Nick Level 3 Fitness,Updated an hour ago,10,1/11/23,10:30,Wednesday
1/11/23,11:30,Nick Power House,Updated an hour ago,10.71,1/11/23,10:30,Wednesday
1/11/23,11:30,Nick Track,Updated an hour ago,2,1/11/23,10:30,Wednesday
1/11/23,11:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,11:40,Nick Level 1 Fitness,Updated 6 minutes ago,8,1/11/23,11:34,Wednesday
1/11/23,11:40,Nick Level 2 Fitness,Updated 6 minutes ago,10,1/11/23,11:34,Wednesday
1/11/23,11:40,Nick Level 3 Fitness,Updated 6 minutes ago,12.5,1/11/23,11:34,Wednesday
1/11/23,11:40,Nick Power House,Updated 6 minutes ago,15.71,1/11/23,11:34,Wednesday
1/11/23,11:40,Nick Track,Updated 6 minutes ago,2,1/11/23,11:34,Wednesday
1/11/23,11:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,11:50,Nick Level 1 Fitness,Updated 16 minutes ago,8,1/11/23,11:34,Wednesday
1/11/23,11:50,Nick Level 2 Fitness,Updated 16 minutes ago,10,1/11/23,11:34,Wednesday
1/11/23,11:50,Nick Level 3 Fitness,Updated 16 minutes ago,12.5,1/11/23,11:34,Wednesday
1/11/23,11:50,Nick Power House,Updated 16 minutes ago,15.71,1/11/23,11:34,Wednesday
1/11/23,11:50,Nick Track,Updated 16 minutes ago,2,1/11/23,11:34,Wednesday
1/11/23,11:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,12:40,Nick Level 1 Fitness,Updated an hour ago,8,1/11/23,11:40,Wednesday
1/11/23,12:40,Nick Level 2 Fitness,Updated an hour ago,10,1/11/23,11:40,Wednesday
1/11/23,12:40,Nick Level 3 Fitness,Updated an hour ago,12.5,1/11/23,11:40,Wednesday
1/11/23,12:40,Nick Power House,Updated an hour ago,15.71,1/11/23,11:40,Wednesday
1/11/23,12:40,Nick Track,Updated an hour ago,2,1/11/23,11:40,Wednesday
1/11/23,12:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,12:50,Nick Level 1 Fitness,Updated 6 minutes ago,9.33,1/11/23,12:44,Wednesday
1/11/23,12:50,Nick Level 2 Fitness,Updated 6 minutes ago,11,1/11/23,12:44,Wednesday
1/11/23,12:50,Nick Level 3 Fitness,Updated 6 minutes ago,13.5,1/11/23,12:44,Wednesday
1/11/23,12:50,Nick Power House,Updated 6 minutes ago,15.71,1/11/23,12:44,Wednesday
1/11/23,12:50,Nick Track,Updated 6 minutes ago,4,1/11/23,12:44,Wednesday
1/11/23,12:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,13:00,Nick Level 1 Fitness,Updated 16 minutes ago,9.33,1/11/23,12:44,Wednesday
1/11/23,13:00,Nick Level 2 Fitness,Updated 16 minutes ago,11,1/11/23,12:44,Wednesday
1/11/23,13:00,Nick Level 3 Fitness,Updated 16 minutes ago,13.5,1/11/23,12:44,Wednesday
1/11/23,13:00,Nick Power House,Updated 16 minutes ago,15.71,1/11/23,12:44,Wednesday
1/11/23,13:00,Nick Track,Updated 16 minutes ago,4,1/11/23,12:44,Wednesday
1/11/23,13:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,13:10,Nick Level 1 Fitness,Updated 26 minutes ago,9.33,1/11/23,12:44,Wednesday
1/11/23,13:10,Nick Level 2 Fitness,Updated 26 minutes ago,11,1/11/23,12:44,Wednesday
1/11/23,13:10,Nick Level 3 Fitness,Updated 26 minutes ago,13.5,1/11/23,12:44,Wednesday
1/11/23,13:10,Nick Power House,Updated 26 minutes ago,15.71,1/11/23,12:44,Wednesday
1/11/23,13:10,Nick Track,Updated 26 minutes ago,4,1/11/23,12:44,Wednesday
1/11/23,13:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,13:20,Nick Level 1 Fitness,Updated 36 minutes ago,9.33,1/11/23,12:44,Wednesday
1/11/23,13:20,Nick Level 2 Fitness,Updated 36 minutes ago,11,1/11/23,12:44,Wednesday
1/11/23,13:20,Nick Level 3 Fitness,Updated 36 minutes ago,13.5,1/11/23,12:44,Wednesday
1/11/23,13:20,Nick Power House,Updated 36 minutes ago,15.71,1/11/23,12:44,Wednesday
1/11/23,13:20,Nick Track,Updated 36 minutes ago,4,1/11/23,12:44,Wednesday
1/11/23,13:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,13:30,Nick Level 1 Fitness,Updated 46 minutes ago,9.33,1/11/23,12:44,Wednesday
1/11/23,13:30,Nick Level 2 Fitness,Updated 46 minutes ago,11,1/11/23,12:44,Wednesday
1/11/23,13:30,Nick Level 3 Fitness,Updated 46 minutes ago,13.5,1/11/23,12:44,Wednesday
1/11/23,13:30,Nick Power House,Updated 46 minutes ago,15.71,1/11/23,12:44,Wednesday
1/11/23,13:30,Nick Track,Updated 46 minutes ago,4,1/11/23,12:44,Wednesday
1/11/23,13:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,13:40,Nick Level 1 Fitness,Updated 56 minutes ago,9.33,1/11/23,12:44,Wednesday
1/11/23,13:40,Nick Level 2 Fitness,Updated 56 minutes ago,11,1/11/23,12:44,Wednesday
1/11/23,13:40,Nick Level 3 Fitness,Updated 56 minutes ago,13.5,1/11/23,12:44,Wednesday
1/11/23,13:40,Nick Power House,Updated 56 minutes ago,15.71,1/11/23,12:44,Wednesday
1/11/23,13:40,Nick Track,Updated 56 minutes ago,4,1/11/23,12:44,Wednesday
1/11/23,13:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,13:50,Nick Level 1 Fitness,Updated an hour ago,9.33,1/11/23,12:50,Wednesday
1/11/23,13:50,Nick Level 2 Fitness,Updated an hour ago,11,1/11/23,12:50,Wednesday
1/11/23,13:50,Nick Level 3 Fitness,Updated an hour ago,13.5,1/11/23,12:50,Wednesday
1/11/23,13:50,Nick Power House,Updated an hour ago,15.71,1/11/23,12:50,Wednesday
1/11/23,13:50,Nick Track,Updated an hour ago,4,1/11/23,12:50,Wednesday
1/11/23,13:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,14:00,Nick Level 1 Fitness,Updated 7 minutes ago,14,1/11/23,13:53,Wednesday
1/11/23,14:00,Nick Level 2 Fitness,Updated 7 minutes ago,16,1/11/23,13:53,Wednesday
1/11/23,14:00,Nick Level 3 Fitness,Updated 7 minutes ago,16,1/11/23,13:53,Wednesday
1/11/23,14:00,Nick Power House,Updated 7 minutes ago,15.71,1/11/23,13:53,Wednesday
1/11/23,14:00,Nick Track,Updated 7 minutes ago,5,1/11/23,13:53,Wednesday
1/11/23,14:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,14:10,Nick Level 1 Fitness,Updated 17 minutes ago,14,1/11/23,13:53,Wednesday
1/11/23,14:10,Nick Level 2 Fitness,Updated 17 minutes ago,16,1/11/23,13:53,Wednesday
1/11/23,14:10,Nick Level 3 Fitness,Updated 17 minutes ago,16,1/11/23,13:53,Wednesday
1/11/23,14:10,Nick Power House,Updated 17 minutes ago,15.71,1/11/23,13:53,Wednesday
1/11/23,14:10,Nick Track,Updated 17 minutes ago,5,1/11/23,13:53,Wednesday
1/11/23,14:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,14:50,Nick Level 1 Fitness,Updated 11 minutes ago,16.67,1/11/23,14:39,Wednesday
1/11/23,14:50,Nick Level 2 Fitness,Updated 11 minutes ago,17,1/11/23,14:39,Wednesday
1/11/23,14:50,Nick Level 3 Fitness,Updated 11 minutes ago,19,1/11/23,14:39,Wednesday
1/11/23,14:50,Nick Power House,Updated 11 minutes ago,18.57,1/11/23,14:39,Wednesday
1/11/23,14:50,Nick Track,Updated 11 minutes ago,6,1/11/23,14:39,Wednesday
1/11/23,14:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,15:00,Nick Level 1 Fitness,Updated 21 minutes ago,16.67,1/11/23,14:39,Wednesday
1/11/23,15:00,Nick Level 2 Fitness,Updated 21 minutes ago,17,1/11/23,14:39,Wednesday
1/11/23,15:00,Nick Level 3 Fitness,Updated 21 minutes ago,19,1/11/23,14:39,Wednesday
1/11/23,15:00,Nick Power House,Updated 21 minutes ago,18.57,1/11/23,14:39,Wednesday
1/11/23,15:00,Nick Track,Updated 21 minutes ago,6,1/11/23,14:39,Wednesday
1/11/23,15:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,15:30,Nick Level 1 Fitness,Updated 51 minutes ago,16.67,1/11/23,14:39,Wednesday
1/11/23,15:30,Nick Level 2 Fitness,Updated 51 minutes ago,17,1/11/23,14:39,Wednesday
1/11/23,15:30,Nick Level 3 Fitness,Updated 51 minutes ago,19,1/11/23,14:39,Wednesday
1/11/23,15:30,Nick Power House,Updated 51 minutes ago,18.57,1/11/23,14:39,Wednesday
1/11/23,15:30,Nick Track,Updated 51 minutes ago,6,1/11/23,14:39,Wednesday
1/11/23,15:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,15:40,Nick Level 1 Fitness,Updated an hour ago,16.67,1/11/23,14:40,Wednesday
1/11/23,15:40,Nick Level 2 Fitness,Updated an hour ago,17,1/11/23,14:40,Wednesday
1/11/23,15:40,Nick Level 3 Fitness,Updated an hour ago,19,1/11/23,14:40,Wednesday
1/11/23,15:40,Nick Power House,Updated an hour ago,18.57,1/11/23,14:40,Wednesday
1/11/23,15:40,Nick Track,Updated an hour ago,6,1/11/23,14:40,Wednesday
1/11/23,15:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,15:50,Nick Level 1 Fitness,Updated 6 minutes ago,14.67,1/11/23,15:44,Wednesday
1/11/23,15:50,Nick Level 2 Fitness,Updated 6 minutes ago,12,1/11/23,15:44,Wednesday
1/11/23,15:50,Nick Level 3 Fitness,Updated 6 minutes ago,23.5,1/11/23,15:44,Wednesday
1/11/23,15:50,Nick Power House,Updated 6 minutes ago,22.14,1/11/23,15:44,Wednesday
1/11/23,15:50,Nick Track,Updated 6 minutes ago,6,1/11/23,15:44,Wednesday
1/11/23,15:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,16:00,Nick Level 1 Fitness,Updated 16 minutes ago,14.67,1/11/23,15:44,Wednesday
1/11/23,16:00,Nick Level 2 Fitness,Updated 16 minutes ago,12,1/11/23,15:44,Wednesday
1/11/23,16:00,Nick Level 3 Fitness,Updated 16 minutes ago,23.5,1/11/23,15:44,Wednesday
1/11/23,16:00,Nick Power House,Updated 16 minutes ago,22.14,1/11/23,15:44,Wednesday
1/11/23,16:00,Nick Track,Updated 16 minutes ago,6,1/11/23,15:44,Wednesday
1/11/23,16:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,16:10,Nick Level 1 Fitness,Updated 26 minutes ago,14.67,1/11/23,15:44,Wednesday
1/11/23,16:10,Nick Level 2 Fitness,Updated 26 minutes ago,12,1/11/23,15:44,Wednesday
1/11/23,16:10,Nick Level 3 Fitness,Updated 26 minutes ago,23.5,1/11/23,15:44,Wednesday
1/11/23,16:10,Nick Power House,Updated 26 minutes ago,22.14,1/11/23,15:44,Wednesday
1/11/23,16:10,Nick Track,Updated 26 minutes ago,6,1/11/23,15:44,Wednesday
1/11/23,16:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/11/23,16:20,Nick Level 1 Fitness,Updated 36 minutes ago,14.67,1/11/23,15:44,Wednesday
1/11/23,16:20,Nick Level 2 Fitness,Updated 36 minutes ago,12,1/11/23,15:44,Wednesday
1/11/23,16:20,Nick Level 3 Fitness,Updated 36 minutes ago,23.5,1/11/23,15:44,Wednesday
1/11/23,16:20,Nick Power House,Updated 36 minutes ago,22.14,1/11/23,15:44,Wednesday
1/11/23,16:20,Nick Track,Updated 36 minutes ago,6,1/11/23,15:44,Wednesday
1/11/23,16:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
